Name,Block #,X,Y,Angle,Side
.ref,787,5450,8650,0,TOP
.ref,788,5800,8650,0,TOP
.ref,789,6150,8650,0,TOP
.ref,790,6500,8650,0,TOP
.ref,791,6850,8650,0,TOP
.ref,792,7200,8650,0,TOP
.ref,793,7550,8650,0,TOP
.ref,794,7900,8650,0,TOP
.ref,795,8250,8650,0,TOP
.ref,796,8600,8650,0,TOP
.ref,797,8950,8650,0,TOP
.ref,798,9300,8650,0,TOP
.ref,799,9650,8650,0,TOP
.ref,800,10000,8650,0,TOP
.ref,801,10350,8650,0,TOP
.ref,802,10700,8650,0,TOP
.ref,803,11050,8650,0,TOP
.ref,804,200,9000,0,TOP
.ref,805,550,9000,0,TOP
.ref,806,900,9000,0,TOP
.ref,807,1250,9000,0,TOP
.ref,808,1600,9000,0,TOP
.ref,809,1950,9000,0,TOP
.ref,810,2300,9000,0,TOP
.ref,811,2650,9000,0,TOP
.ref,812,3000,9000,0,TOP
.ref,813,3350,9000,0,TOP
.ref,814,3700,9000,0,TOP
.ref,815,4050,9000,0,TOP
.ref,816,4400,9000,0,TOP
.ref,817,4750,9000,0,TOP
.ref,818,5100,9000,0,TOP
.ref,819,5450,9000,0,TOP
.ref,820,5800,9000,0,TOP
.ref,821,6150,9000,0,TOP
.ref,822,6500,9000,0,TOP
.ref,823,6850,9000,0,TOP
.ref,824,7200,9000,0,TOP
.ref,825,7550,9000,0,TOP
.ref,826,7900,9000,0,TOP
.ref,827,8250,9000,0,TOP
.ref,828,8600,9000,0,TOP
.ref,829,8950,9000,0,TOP
.ref,830,9300,9000,0,TOP
.ref,831,9650,9000,0,TOP
.ref,832,10000,9000,0,TOP
.ref,833,10350,9000,0,TOP
.ref,834,10700,9000,0,TOP
.ref,835,11050,9000,0,TOP
.ref,836,200,9350,0,TOP
.ref,837,550,9350,0,TOP
.ref,838,900,9350,0,TOP
.ref,839,1250,9350,0,TOP
.ref,840,1600,9350,0,TOP
.ref,841,1950,9350,0,TOP
.ref,842,2300,9350,0,TOP
.ref,843,2650,9350,0,TOP
.ref,844,3000,9350,0,TOP
.ref,845,3350,9350,0,TOP
.ref,846,3700,9350,0,TOP
.ref,847,4050,9350,0,TOP
.ref,848,4400,9350,0,TOP
.ref,849,4750,9350,0,TOP
.ref,850,5100,9350,0,TOP
.ref,851,5450,9350,0,TOP
.ref,852,5800,9350,0,TOP
.ref,853,6150,9350,0,TOP
.ref,854,6500,9350,0,TOP
.ref,855,6850,9350,0,TOP
.ref,856,7200,9350,0,TOP
.ref,857,7550,9350,0,TOP
.ref,858,7900,9350,0,TOP
.ref,859,8250,9350,0,TOP
.ref,860,8600,9350,0,TOP
.ref,861,8950,9350,0,TOP
.ref,862,9300,9350,0,TOP
.ref,863,9650,9350,0,TOP
.ref,864,10000,9350,0,TOP
.ref,865,10350,9350,0,TOP
.ref,866,10700,9350,0,TOP
.ref,867,11050,9350,0,TOP
.ref,868,200,9700,0,TOP
.ref,869,550,9700,0,TOP
.ref,870,900,9700,0,TOP
.ref,871,1250,9700,0,TOP
.ref,872,1600,9700,0,TOP
.ref,873,1950,9700,0,TOP
.ref,874,2300,9700,0,TOP
.ref,875,2650,9700,0,TOP
.ref,876,3000,9700,0,TOP
.ref,877,3350,9700,0,TOP
.ref,878,3700,9700,0,TOP
.ref,879,4050,9700,0,TOP
.ref,880,4400,9700,0,TOP
.ref,881,4750,9700,0,TOP
.ref,882,5100,9700,0,TOP
.ref,883,5450,9700,0,TOP
.ref,884,5800,9700,0,TOP
.ref,885,6150,9700,0,TOP
.ref,886,6500,9700,0,TOP
.ref,887,6850,9700,0,TOP
.ref,888,7200,9700,0,TOP
.ref,889,7550,9700,0,TOP
.ref,890,7900,9700,0,TOP
.ref,891,8250,9700,0,TOP
.ref,892,8600,9700,0,TOP
.ref,893,8950,9700,0,TOP
.ref,894,9300,9700,0,TOP
.ref,895,9650,9700,0,TOP
.ref,896,10000,9700,0,TOP
.ref,897,10350,9700,0,TOP
.ref,898,10700,9700,0,TOP
.ref,899,11050,9700,0,TOP
.ref,900,200,10050,0,TOP
.ref,901,550,10050,0,TOP
.ref,902,900,10050,0,TOP
.ref,903,1250,10050,0,TOP
.ref,904,1600,10050,0,TOP
.ref,905,1950,10050,0,TOP
.ref,906,2300,10050,0,TOP
.ref,907,2650,10050,0,TOP
.ref,908,3000,10050,0,TOP
.ref,909,3350,10050,0,TOP
.ref,910,3700,10050,0,TOP
.ref,911,4050,10050,0,TOP
.ref,912,4400,10050,0,TOP
.ref,913,4750,10050,0,TOP
.ref,914,5100,10050,0,TOP
.ref,915,5450,10050,0,TOP
.ref,916,5800,10050,0,TOP
.ref,917,6150,10050,0,TOP
.ref,918,6500,10050,0,TOP
.ref,919,6850,10050,0,TOP
.ref,920,7200,10050,0,TOP
.ref,921,7550,10050,0,TOP
.ref,922,7900,10050,0,TOP
.ref,923,8250,10050,0,TOP
.ref,924,8600,10050,0,TOP
.ref,925,8950,10050,0,TOP
.ref,926,9300,10050,0,TOP
.ref,927,9650,10050,0,TOP
.ref,928,10000,10050,0,TOP
.ref,929,10350,10050,0,TOP
.ref,930,10700,10050,0,TOP
.ref,931,11050,10050,0,TOP
.ref,932,200,10400,0,TOP
.ref,933,550,10400,0,TOP
.ref,934,900,10400,0,TOP
.ref,935,1250,10400,0,TOP
.ref,936,1600,10400,0,TOP
.ref,937,1950,10400,0,TOP
.ref,938,2300,10400,0,TOP
.ref,939,2650,10400,0,TOP
.ref,940,3000,10400,0,TOP
.ref,941,3350,10400,0,TOP
.ref,942,3700,10400,0,TOP
.ref,943,4050,10400,0,TOP
.ref,944,4400,10400,0,TOP
.ref,945,4750,10400,0,TOP
.ref,946,5100,10400,0,TOP
.ref,947,5450,10400,0,TOP
.ref,948,5800,10400,0,TOP
.ref,949,6150,10400,0,TOP
.ref,950,6500,10400,0,TOP
.ref,951,6850,10400,0,TOP
.ref,952,7200,10400,0,TOP
.ref,953,7550,10400,0,TOP
.ref,954,7900,10400,0,TOP
.ref,955,8250,10400,0,TOP
.ref,956,8600,10400,0,TOP
.ref,957,8950,10400,0,TOP
.ref,958,9300,10400,0,TOP
.ref,959,9650,10400,0,TOP
.ref,960,10000,10400,0,TOP
.ref,961,10350,10400,0,TOP
.ref,962,10700,10400,0,TOP
.ref,963,11050,10400,0,TOP
.ref,964,200,10750,0,TOP
.ref,965,550,10750,0,TOP
.ref,966,900,10750,0,TOP
.ref,967,1250,10750,0,TOP
.ref,968,1600,10750,0,TOP
.ref,969,1950,10750,0,TOP
.ref,970,2300,10750,0,TOP
.ref,971,2650,10750,0,TOP
.ref,972,3000,10750,0,TOP
.ref,973,3350,10750,0,TOP
.ref,974,3700,10750,0,TOP
.ref,975,4050,10750,0,TOP
.ref,976,4400,10750,0,TOP
.ref,977,4750,10750,0,TOP
.ref,978,5100,10750,0,TOP
.ref,979,5450,10750,0,TOP
.ref,980,5800,10750,0,TOP
.ref,981,6150,10750,0,TOP
.ref,982,6500,10750,0,TOP
.ref,983,6850,10750,0,TOP
.ref,984,7200,10750,0,TOP
.ref,985,7550,10750,0,TOP
.ref,986,7900,10750,0,TOP
.ref,987,8250,10750,0,TOP
.ref,988,8600,10750,0,TOP
.ref,989,8950,10750,0,TOP
.ref,990,9300,10750,0,TOP
.ref,991,9650,10750,0,TOP
.ref,992,10000,10750,0,TOP
.ref,993,10350,10750,0,TOP
.ref,994,10700,10750,0,TOP
.ref,995,11050,10750,0,TOP
.ref,996,200,11100,0,TOP
.ref,997,550,11100,0,TOP
.ref,998,900,11100,0,TOP
.ref,999,1250,11100,0,TOP
.ref,1000,1600,11100,0,TOP
.ref,1001,1950,11100,0,TOP
.ref,1002,2300,11100,0,TOP
.ref,1003,2650,11100,0,TOP
.ref,1004,3000,11100,0,TOP
.ref,1005,3350,11100,0,TOP
.ref,1006,3700,11100,0,TOP
.ref,1007,4050,11100,0,TOP
.ref,1008,4400,11100,0,TOP
.ref,1009,4750,11100,0,TOP
.ref,1010,5100,11100,0,TOP
.ref,1011,5450,11100,0,TOP
.ref,1012,5800,11100,0,TOP
.ref,1013,6150,11100,0,TOP
.ref,1014,6500,11100,0,TOP
.ref,1015,6850,11100,0,TOP
.ref,1016,7200,11100,0,TOP
.ref,1017,7550,11100,0,TOP
.ref,1018,7900,11100,0,TOP
.ref,1019,8250,11100,0,TOP
.ref,1020,8600,11100,0,TOP
.ref,1021,8950,11100,0,TOP
.ref,1022,9300,11100,0,TOP
.ref,1023,9650,11100,0,TOP
.ref,1024,10000,11100,0,TOP
.ref,1025,10350,11100,0,TOP
.ref,1026,10700,11100,0,TOP
.ref,1027,11050,11100,0,TOP
